버스정류소명,버스정류소ID
관악구청,21185
생모리츠타운,21184
영락고교.영락유헬스고,21187
e편한세상서울대입구아파트 ,21188
쑥고개,21189
은천교,21190
봉일시장,21191
은천초등학교,21192
두산.벽산아파트.서울관광고등학교,21193
현대시장앞,21194
관악동부센트레빌아파트앞,21195
중앙동성당앞,21196
중앙동성당앞,21197
관악동부센트레빌아파트앞,21198
벽산.두산아파트.서울관광고등학교,21200
은천초등학교,21201
봉일시장,21202
은천교,21203
난곡입구,21204
난곡우체국사거리,21205
신일교회앞,21206
세이브마트앞,21207
남강중입구,21208
우림시장.난곡보건분소,21209
난우중학교입구,21210
신림복지관앞,21211
신림복지관앞,21212
난우중학교입구,21213
우림시장.난곡보건분소,21214
남강중입구,21215
세이브마트앞,21216
신일교회앞,21217
난곡우체국사거리,21218
신림체육센터,21219
KT구로지사,21220
골목시장앞,21221
조원동주민센터,21222
조원동주민센터,21223
신대방역,21224
신대방역,21225
보라매공원입구,21226
보라매공원입구,21227
보라매갑을아파트,21228
롯데관악점,21229
롯데관악점,21230
봉천교,21231
당곡중학교,21232
당곡중학교,21233
봉현초등학교,21236
동아아파트105동앞,21237
관악드림타운115동,21239
관악드림타운115동,21240
관악드림타운북문,21241
관악드림타운북문,21242
구암중학교,21243
구암중학교,21244
벽산아파트.적십자남부봉사관,21245
벽산아파트.적십자남부봉사관,21246
벽산블루밍벽산아파트303동앞,21247
구로디지털단지역,21248
현대시장,21251
서울대입구역,21252
신봉초등학교입구,21253
구암초등학교,21254
은천동벽산블루밍아파트105동,21255
은천동두산아파트3단지,21256
봉일시장,21257
봉천역,21258
현대시장,21259
현대시장,21260
관악우체국(양지병원),21261
관악우체국.양지병원,21262
보라매삼성아파트.모자원고개,21263
조원동기점,21264
난향동주민센터,21265
관악산휴먼시아아파트1단지입구,21266
관악산휴먼시아아파트1단지입구,21267
난향동주민센터,21268
서울대정문,21269
법대.사회대입구,21270
자연대.행정관입구,21271
농생대,21272
공대입구,21273
신소재,21274
제2공학관,21275
제1공학관,21276
유전공학연구소.반도체공동연구소,21277
교수회관입구,21278
관악사삼거리,21279
국제대학원,21280
수의대입구.보건대학원앞,21281
경영대.행정대학원,21282
경영대.행정대학원,21283
수의대입구.보건대학원앞,21284
국제대학원,21285
관악사삼거리,21286
공동기기원,21288
유전공학연구소.반도체공동연구소,21289
에너지자원연구소,21290
공대입구,21292
농생대,21293
자연대.행정관입구,21294
문화관입구,21297
법대.사회대입구,21298
서울대정문,21299
우방아파트,21300
은천성결교회,21301
남부초교후문,21302
봉림교,21303
봉림교,21304
남부초교앞,21305
청담고시원,21309
우리슈퍼,21310
명호고시원,21311
동작마트,21312
제일성도교회,21313
삼양슈퍼,21314
금성마트용천사,21315
삼양슈퍼,21316
제일성도교회,21317
동작마트,21318
고시촌입구,21319
대학동치안센터,21320
대학동노인정,21321
금호타운아파트,21322
금호타운아파트,21327
대학동노인정,21328
대학동치안센터,21329
서울대입구역,21330
청림동현대아파트,21332
청림동현대아파트,21333
보성운수기종점,21335
난곡공영차고지,21337
한남운수대학동차고지,21338
한남운수대학동차고지,21339
제2공학관,21340
건설환경종합연구소앞,21341
봉일시장,21342
신림사거리.신림역,21350
신사동주민센터.신사시장,21351
건영유치원,21352
신대방역,21353
건강보험관악지사,21354
건강보험관악지사,21355
신대방역,21356
신사시장.평화교회,21357
신사시장.선한이웃교회,21358
신림체육센터,21359
신사동진양빌딩앞,21360
호림박물관,21361
보성운수차고지맞은편,21363
조원아파트,21364
신림빗물펌프장,21367
봉천사거리.위버폴리스,21368
서원동승리교앞,21369
서울난향초등학교,21370
은천길입구,21371
대학동샘말공원,21372
서울대학교.치과병원.동물병원,21373
서울대학교.치과병원.동물병원,21374
신림2교,21375
서울대학교,21376
신림사거리.신원시장,21604
난곡종점,21809
봉천역,21812
신림2동차고지,21841
신림2동차고지,21842
신림복지관앞,21920
교육개발원입구,22001
교육개발원입구,22002
양재역,22003
양재역,22004
뱅뱅사거리,22005
뱅뱅사거리,22006
래미안아파트.파이낸셜뉴스,22007
래미안아파트.파이낸셜뉴스,22008
신분당선강남역,22009
신분당선강남역,22010
지하철2호선강남역,22011
지하철2호선강남역,22012
논현역,22013
논현역,22014
신사역.푸른저축은행,22015
신사역,22016
반포역,22017
반포역,22018
고속터미널,22019
고속터미널,22020
신반포역.세화여중고,22021
신반포역.세화여중고,22022
구반포역.세화고등학교,22023
구반포역.세화고등학교,22024
이수역,22027
총신대입구역.남성시장입구앞,22029
경문고등학교,22031
정금마을,22033
지하철3호선교대역,22101
서울교대사거리,22102
지하철2호선교대역2,22103
서초동유원아파트,22104
창신교회앞,22105
창신교회,22106
서울교대정문앞,22107
서울교대정문앞,22108
남부터미널,22109
서울시인재개발원입구,22110
서울시인재개발원.한우리문화센터,22111
서일초등학교,22112
서일초등학교,22113
롯데칠성,22114
롯데칠성,22115
서초포레스타2단지 앞,22116
서초동우성2차아파트,22117
서초동우성2차아파트,22118
서초청소년도서관,22119
서초청소년도서관,22120
서초동신동아아파트,22121
서초2동주민센터서이초등학교,22122
서초우성1차아파트,22123
뱅뱅사거리.우성아파트,22125
뱅뱅사거리.우성아파트,22126
서초그랑자이아파트,22127
서초그랑자이아파트,22128
서초구청,22129
서초구청,22130
수협서초지점,22131
구영동중학교,22132
법조단지,22133
교대역10번출구,22134
서초역,22135
서초역,22136
서울중앙지방검찰청,22137
서울중앙지방검찰청대검찰청,22138
서초아트자이아파트,22139
서초동삼성아파트,22140
서초아트자이아파트,22141
서초동삼성아파트,22142
서초3동주민센터,22143
서초3동주민센터,22144
서초동예술의전당,22145
서초중학교,22146
서초중학교,22147
서울고등학교,22148
서울고등학교,22149
상문고교,22150
서초동예술의전당,22151
서초동예술의전당,22152
남부터미널.기쁨병원,22153
남부터미널.기쁨병원,22154
남부터미널,22155
남부터미널.한일시멘트,22156
남부터미널,22157
서울교대사거리,22158
서울교대사거리,22159
서울교대사거리,22160
지하철3호선교대역,22161
KCC사옥,22162
서초동삼호아파트,22163
서초푸르지오써밋.롯데캐슬클래식,22164
진흥아파트,22165
진흥아파트,22166
강남역.강남역사거리,22167
서초동진흥아파트,22168
서초동유원아파트,22169
지하철2호선교대역4출구,22170
법조단지,22171
신논현역.구교보타워사거리,22172
강남역,22173
잠원한신아파트,22174
래미안신반포리오센트아파트,22175
신반포18차아파트,22176
롯데캐슬아파트,22177
롯데캐슬아파트,22178
신반포13차아파트,22179
신반포13차아파트,22180
신동중학교,22181
신동중학교,22182
논현역7번출구,22183
신사역사거리,22185
신사역사거리,22186
논현역6번출구,22190
논현역,22191
반포동,22192
신논현역.구교보타워사거리,22193
제일약품사옥,22194
사평역,22195
사평역,22196
디에이치반포라클라스,22197
삼호가든사거리.반포도서관,22199
서초구민체육센터.심산문화센터,22203
잠원한신아파트,22204
잠원성당,22205
잠원성당,22206
뉴코아아울렛,22207
한양아파트,22208
고속터미널,22211
서울지방조달청.서울성모병원,22212
센트럴시티,22213
서울지방조달청.서울성모병원,22214
서울성모병원,22215
서초구민체육센터.심산문화센터,22217
반포미도아파트앞,22218
고속터미널호남선,22220
삼호아파트,22221
방배프라자,22222
방배동삼호아파트,22223
방배프라자,22224
이수교,22225
방배동신동아아파트,22228
방배역(구방림시장),22229
내방역2번출구,22230
내방역,22231
방림시장,22232
지하철2호선방배역,22233
서울메트로,22234
종로교회,22235
대우효령아파트,22236
이수중학교,22237
방배브라운가아파트,22238
사당역,22241
사당역,22242
경남임광아파트,22244
방배그랑자이아파트,22245
방배3동주민센터,22246
방배3동주민센터,22247
신동아아파트앞,22248
방배역.백석예술대학교,22249
방배동대우효령아파트앞,22250
종로교회앞,22251
서울메트로앞,22252
방배동래미안아트힐.국립국악원,22253
방배그랑자이아파트,22254
성뒤마을.교육연수원,22255
방배동래미안타워,22256
대항병원.연세사랑병원,22257
대항병원.연세사랑병원,22258
방배동래미안타워.동덕여중고,22259
성뒤마을.교육연수원,22260
방배그랑자이아파트,22261
방배동래미안아트힐.국립국악원,22262
서문여고입구,22263
방배동고개,22264
방배열린문화센터(방배4동주민센터),22268
방배열린문화센터(방배4동주민센터),22269
양재역.양재1동민원분소,22270
양재노인종합복지관,22271
블랙야크양재사옥,22272
하이패밀리,22273
현대빌라,22274
우성아파트.양재초등학교,22275
우성아파트.양재초등학교,22276
코오롱아파트.양재1동주민센터,22277
우면코오롱아파트,22278
우면주공아파트.우면한라아파트,22279
우면주공아파트.양재1동주민센터,22280
서울시품질시험소한국교원단체총연합회,22281
서울시품질시험소한국교원단체총연합회,22282
네이처힐3.4단지,22283
성촌마을입구,22284
송동마을.서초힐스아파트,22285
송동마을.서초힐스아파트,22286
식유촌우면성당.서초에코리치,22287
식유촌우면성당.서초에코리치,22288
양재역,22289
양재역,22290
일동제약사거리,22291
일동제약사거리,22292
양재2동주민센터.양재꽃시장,22293
매헌시민의숲,22294
언남고교,22295
매헌시민의숲.양재꽃시장,22296
매헌시민의숲.양재꽃시장,22297
AT센터.양재꽃시장,22298
양곡도매시장,22299
양곡도매시장,22300
하나로마트.코트라,22301
코트라,22302
구룡사앞,22303
구룡사,22304
구룡사입구,22305
동원산업앞,22306
언남고포이성당앞,22307
소방서앞,22309
꽃마을,22310
꽃마을,22311
청계산산림욕장입구,22312
청계산산림욕장입구,22313
새원마을,22314
새원마을,22315
본마을,22316
본마을,22317
청계산.원터골,22318
청계산.원터골,22319
관현사입구,22320
관현사입구,22321
새쟁이마을,22322
새쟁이마을,22323
옛골,22324
염곡마을.서초50플러스센터,22325
염곡마을.서초50플러스센터,22326
탑성마을,22327
탑성마을,22328
안골마을,22329
안골마을,22330
서울특별시어린이병원.강동-송파예비군,22331
서울특별시어린이병원.강동-송파예비군,22332
헌인릉.강남서초예비군훈련장,22333
헌인릉.강남서초예비군훈련장,22334
헌인농장,22335
헌인마을.서울농업기술센타,22336
헌인마을.서울농업기술센타,22337
강남역,22339
방배동래미안타워.동덕여중고,22340
서초힐스아파트,22347
강남역하나은행,22348
염곡마을.서초50플러스센터,22350
염곡마을.서초50플러스센터,22351
탑성마을,22352
탑성마을,22353
안골마을,22355
서울특별시어린이병원.강동-송파예비군,22356
염곡동구룡사,22367
국제전자센터,22368
형촌마을입구(서초네이처힐1.2단지),22372
국제전자센터,22376
도로교통공단서울지부.코트라,22378
서초역,22379
반포대교남단 한강시민공원입구,22381
반포대교남단 한강시민공원입구,22382
이수역,22385
방배초등학교,22386
방배고개,22387
방일초교,22390
내방역,22391
방배고개,22392
이수역,22393
방배역,22394
방배역,22395
동작대교전망카페,22396
동작대교전망카페,22397
서초포레스타입구,22398
서초포레스타입구,22399
청계산입구역,22401
청계산입구역,22402
서초포레스타7단지,22403
반포한강공원.세빛섬,22404
반포한강공원.세빛섬,22405
신논현역.주류성빌딩,22406
신논현역.유화빌딩,22408
신논현역.인터파크,22411
네이처힐5단지,22424
삼성래미안,22476
kt연구소,22478
청계산입구역,22591
강남역도시에빛,22600
KT삼거리,22601
KT연구개발센터정문,22602
형촌마을입구,22604
서초에코리치아파트,22605
LH서초아파트,22607
강남역티월드,22654
성촌마을입구,22667
삼성전자서울R&D,22774
KT연구개발센터,22777
네이처힐.LH서초아파트,22779
서초아트자이아파트,22812
교대역,22825
호남고속.신세계,22855
반포종합운동장,22861
송동마을.서초힐스아파트,22962
반포종합운동장,22977
신사중학교,23101
신사중학교,23102
광림교회.현대고등학교,23103
광림교회.현대고등학교,23104
압구정역4번출구,23105
국민은행,23106
신사동고개,23107
신사사거리.가로수길,23108
신사역사거리,23109
신사동사거리.신사역,23110
신사사거리,23111
신사동고개,23112
강남을지병원,23113
학동역,23114
학동역6번출구,23115
영동시장,23116
영동시장,23117
학동역5번출구,23118
논현동고개,23119
삼정호텔,23120
신논현역,23121
교보타워,23122
영동시장논현역,23123
언북중학교입구,23124
제일은행.호림아트센터앞,23125
영동119.안전센터,23126
강남구청역,23127
강남구청역,23128
세관앞,23129
서울세관,23130
서울세관,23131
학동역,23132
강남을지병원,23133
세관앞,23134
강남구청역,23135
한국토지주택공사앞,23136
선정릉역1번출구.시니어플라자,23137
아크로힐스논현,23138
논현아이파크,23139
임피리얼팰리스호텔.펜트힐루논현,23140
펜트힐루논현.임피리얼팰리스호텔,23141
논현아이파크,23142
국민은행논현동지점,23143
언주역4번출구.차병원사거리,23144
언주역3번출구,23145
논현고개,23146
서울세관사거리,23147
현대아파트,23148
현대아파트,23149
신사동교회,23151
도산공원.호림아트센터앞,23152
신구중학교,23153
압구정중학교.현대아파트,23154
도산공원사거리,23155
압구정파출소,23156
압구정파출소,23157
한양아파트.압구정로데오역,23158
한양아파트.압구정로데오역,23159
일지아트홀,23160
씨네시티.앞,23161
도산공원,23162
신구중학교,23163
성수대교남단.현대아파트,23164
청담초등학교,23165
프리마호텔,23166
프리마호텔,23167
영동교입구.청담자이아파트,23168
영동교입구,23169
청담역.경기고교,23170
우리은행청담지점.청담삼익아파트,23171
청담역.경기고교,23172
진흥아파트,23173
청담천주교회,23174
청담치안센타,23175
강남구청.강남세무서,23176
청담동래미안아파트,23177
강남구청역,23178
농협앞,23180
일지아트홀.압구정동노인복지센터,23181
청담초등학교앞,23182
청담지구대,23183
청담동성당앞,23184
차병원차움,23185
진흥아파트청담역,23186
청담역.경기고교,23187
청담역.경기고교,23188
봉은사.삼성1파출소앞,23189
봉은사.코엑스북문,23190
봉은사.코엑스북문,23191
봉은사역3번출구.삼성1파출소,23192
봉은사역5번출구.광동한방병원,23193
노블발렌티웨딩홀,23194
서울의료원강남분원,23195
강남경찰서면허시험장,23196
삼성역7번출구,23197
무역센타,23198
무역센터,23199
강남구보건소,23200
한국무역센터.삼성역,23201
포스코사거리,23202
한별구립어린이집,23203
상아아파트.강남구도시관리공단,23204
삼성동서광아파트,23205
강남구청.강남세무서,23206
청담역7번출구,23207
상아아파트.강남구도시관리공단,23208
한별구립어린이집,23209
삼성중앙역.플래티넘아파트,23210
삼성중앙역.플래티넘아파트,23211
삼성2문화센터,23212
삼성2문화센터,23213
선릉역8번출구.선정릉,23214
선정릉역.무형문화재전수회관,23215
한국토지주택공사앞,23216
포스코건너편,23217
선릉역,23218
도곡역2번출구.동부세트레빌,23219
중대부고,23220
단대부고.대치아이파크아파트,23221
한티역.서울지방고용노동청강남지청,23222
삼성아파트입구,23223
농협대치지점,23224
대치동국제아파트.서울교회,23225
대치역,23226
래미안.대치.팰리스,23227
도곡역3번출구,23228
대치동우성아파트,23229
대치역,23230
대치역,23231
그랑프리백화점,23232
은마아파트,23233
은마파출소,23234
은마아파트,23235
대치동은마아파트,23236
은마아파트,23237
대치동미도아파트,23238
대치역강남구민회관,23239
쌍용아파트,23240
선릉역,23241
삼성역,23242
강남경찰서.강남운전면허시험장,23243
삼성역,23244
휘문고.대치2동주민센터,23245
래미안하이스턴.대치순복음교회,23246
대치현대아파트,23247
휘문중고등학교,23248
휘문중고등학교,23249
대치사거리,23250
무역센터.삼성역,23251
한티역,23252
도성초등학교,23253
도성초교사거리,23254
영동농협풍림아이원아파트,23255
영동농협풍림아이원아파트,23256
도성초교사거리,23257
대치동진선여고앞,23258
선릉역,23259
포스코빌딩,23260
대치사거리,23261
대치동현대아파트,23262
은마아파트입구사거리,23263
도곡초등학교,23264
한티역.서울지방고용노동청강남지청,23265
신논현역,23266
삼정호텔앞,23267
차병원,23268
차병원,23269
언주역5번출구.차병원사거리,23270
시티프라디움더강남.라움아트센터,23271
라움아트센터.시티프라디움더강남,23272
아크로힐스논현,23273
선정릉역4번출구.시니어플라자,23274
선정릉역.무형문화재전수회관,23275
선릉역,23276
서울상록회관.한국기술센터,23277
KT강남지사,23278
KT강남지사,23279
아가방빌딩.하나은행,23280
역삼역7번출구.GS타워,23281
역삼역6번출구,23282
역삼역4번출구,23283
강남역12번출구,23284
강남역,23285
신논현역.구교보타워사거리,23286
강남역.역삼세무서,23287
역삼역.포스코P&S타워,23288
영동중앙교회,23289
강남구보건소,23290
역삼럭키아파트.역삼월드메르디앙아파트,23291
역삼초등학교,23292
역삼초등학교,23293
뱅뱅사거리.역삼동,23294
역삼초등학교,23295
대림역삼아파트,23296
래미안.그레이튼.아파트,23297
개나리아파트,23298
역삼동개나리아파트,23299
역삼동개나리아파트,23300
역삼동개나리아파트,23301
총지사,23302
총지사,23303
영동중앙교회,23304
대한사회복지회,23305
한국자산신탁.르네상스호텔,23306
진선여고앞,23307
역삼e-편한세상아파트,23308
한티역,23309
한티역,23310
역삼중학교.강남세브란스병원,23311
도곡1차IPARK.모커리한방병원,23312
총지사,23313
도곡1동주민센터.역삼럭키아파트,23314
도곡1차아이파크모커리한방병원,23315
매봉삼성아파트SK리더스뷰,23316
매봉역양재최의원,23317
양재역말죽거리.강남베드로병원,23318
뱅뱅사거리.구영동중학교,23319
뱅뱅사거리뱅뱅프라자,23321
원불교앞,23322
매봉역,23323
도곡개포한신아파트,23324
도곡동개포한신아파트,23325
우성캐릭터빌아파트,23326
군인공제회관,23327
숙명여고,23329
도곡렉슬아파트.강남세브란스병원,23330
한티역,23331
도곡렉슬아파트정문,23332
중대부고앞,23333
구룡중학교앞,23334
개포고등학교앞,23335
개포1단지,23336
개포파크빌리지,23338
하나은행사거리,23339
현대아파트경남아파트,23340
개포주공1단지정문,23341
개일초등학교앞,23342
개포고등학교,23343
개포1단지연금매장,23344
개포중학교,23345
개포도서관,23346
개포3단지.수도전기공고후문,23347
개포3단지.수도전기공고후문,23348
개포주공3단지,23349
개포자이프레지던스,23350
경기여고,23351
개포동역7번출구.개포시장,23352
개포주공5단지경기여고,23353
개포동역6번출구.개포시장,23354
개포5단지상가,23355
개포5단지상가,23356
양전초등학교,23357
개포6단지앞,23358
디에이치자이개포아파트,23359
개원중학교.대모산입구역2번출구,23360
개포주공7단지앞,23361
연금매점,23362
현대아파트,23363
개포시영아파트정문,23364
능인선원앞,23365
구룡산입구,23366
능인선원앞,23367
구룡사입구,23368
국악고교사거리,23369
삼호물산,23370
구룡초등학교,23371
광수빌딩,23372
국민은행그린공원,23373
포이사거리삼호물산,23374
포이사거리삼호물산,23375
국민은행그린공원,23376
광수빌딩,23377
개포지구대,23378
구룡초등학교,23379
수서삼성아파트앞,23380
일원본동주민센터,23381
푸른마을아파트앞,23382
상록수아파트앞,23383
일원본동주민센터,23384
수서119.안전센터앞,23385
삼성서울병원정문,23386
삼성서울병원정문건너편,23387
일원역,23388
삼성서울병원후문,23389
삼성서울병원사거리,23392
강남한양수자인아파트,23393
강남한양수자인아파트,23394
대치아파트.대모산입구역3번출구,23395
대청역,23397
마루공원,23398
대청초등학교,23399
일원1동주민센터,23400
수서역현대벤쳐빌,23401
수서역,23402
수서역KT수서지점,23403
수서역KT수서지점,23404
궁마을,23406
궁마을,23407
수서역,23408
수서역5번.출구,23409
수서역.로즈데일빌딩,23410
세곡문화복지회관,23411
은곡마을.LH이편한세상,23412
강남신동아파밀리에1단지,23413
대왕초등학교,23414
세곡동사거리,23415
세곡동,23416
광연자동차학원앞,23417
삼일자동차학원.강남자동차검사소,23418
삼일자동차학원.강남자동차검사소,23419
광연자동차학원앞,23420
세곡동,23421
세곡동사거리,23422
방죽마을,23423
래미안포레아파트,23424
쟁골마을,23425
쟁골마을,23426
래미안포레아파트,23427
방죽마을,23428
압구정역3번출구,23429
국민은행압구정지점,23430
언주역2번출구.차병원사거리,23431
영동고교앞,23432
개포우성6차아파트,23433
은곡마을진입로,23434
대치유수지체육공원,23435
우성아파트,23436
세곡푸르지오,23437
삼성역3번출구,23438
세곡푸르지오,23439
개포우성아파트,23445
래미안강남힐즈,23446
세곡중학교.세명초등학교,23447
세곡중학교.세명초등학교,23448
일원동한솔아파트,23449
시립수서청소년수련관,23450
포스코사거리,23453
대왕초등학교,23454
그랑프리백화점,23456
개포중학교,23457
구룡마을,23458
개포주공1단지아파트,23459
영희초등학교,23462
못골마을.강남자곡아이파크,23463
못골마을,23464
태화기독교.사회복지관,23465
개포도서관,23466
도곡교회.인바디빌딩,23468
강남세브란스병원,23469
도곡교회.인바디빌딩.건너,23470
래미안강남힐즈,23471
강남세브란스병원,23472
강남경찰서.강남운전면허시험장,23473
수도공고앞,23474
개포동역1번출구,23479
세곡푸르지오,23480
경남아파트,23481
세곡푸르지오,23482
구룡역5번출구,23483
구룡역1번출구,23484
럭키아파트,23488
수도공고,23491
학여울역,23500
학여울역,23501
도곡한신아파트,23504
현대1차아파트,23505
영동고등학교현대아파트,23507
총회회관.휘문고입구,23509
예림당아트홀.신한은행전산센터,23510
새마을운동중앙회,23511
총지사,23512
신한은행데이터센터,23513
개포주공1단지정문,23515
우성6차아파트,23516
포이초교,23517
국악중고교,23518
풍양빌딩,23519
코원에너지서비스,23520
코원에너지서비스,23521
현대1차우성아파트,23522
포스코사거리,23523
국민은행그린공원,23524
삼익아파트앞,23525
래미안포레아파트,23526
래미안포레아파트,23527
세곡2지구3.4단지,23528
도곡한신아파트,23529
강남더샵라르고오피스텔,23530
한남대교전망카페,23531
은곡마을입구.리엔파크2단지,23537
강남현대힐스테이트에코,23538
대왕초등학교,23543
영동2교,23573
신논현역,23580
개포동역8번출구,23595
신논현역,23641
도곡2동주민센터대치중학교,23698
도곡2동주민센터대치중학교,23720
영동2교,23731
매봉역입구,23749
리베라호텔,23844
대왕파출소,23884
삼정호텔,23951
포스코사거리,23960
삼성서울병원사거리,23981
일원주유소.삼성서울병원후문,23994
잠실역.잠실대교.남단,24001
잠실역.잠실대교.남단,24002
석촌호수.한솔병원,24003
석촌호수.한솔병원,24004
석촌역,24005
석촌역,24006
송파역,24007
송파역,24008
가락시장.가락시장역,24009
가락시장.가락시장역,24010
문정로데오거리입구,24011
문정로데오거리입구,24012
건영아파트,24013
건영아파트,24014
장지역.가든파이브,24015
장지역.가든파이브,24016
잠실역.롯데월드몰,24017
천호역.풍납시장,24101
풍납1치안센터입구,24102
파크데일아파트2단지앞,24103
파크데일아파트1단지앞,24104
풍납1동동아한가람아파트,24105
풍납동신성노바빌,24106
풍납동씨티극동아파트,24107
풍납토성.천호역10번출구,24108
영파여고.강동구청역,24109
풍납동극동.쌍용아파트,24110
풍납중학교,24111
풍성중학교후문앞,24112
울산대학교의과대학,24113
서울아산병원동관,24114
서울아산병원동관,24115
풍납토성서성벽,24116
토성초등학교.현대리버빌아파트,24119
풍납동영어체험마을,24120
올림픽대교남단,24121
잠실파크리오아파트상가.올림픽회관,24123
잠실파크리오아파트앞,24124
잠실나루역,24125
잠실진주아파트,24126
몽촌토성역,24127
신천동진주아파트,24128
잠실나루역,24129
잠실중학교.장미종합상가,24130
잠실중학교,24131
잠실역8번출구,24132
잠실역7번출구,24133
잠실역1번.11번출구,24134
잠실역9번출구,24135
송파구청.KT송파지사,24136
잠실역6번출구,24137
잠실역.롯데월드,24138
잠실5단지,24139
잠실리센츠아파트앞,24140
잠실2동주민센터 신천역8번출구앞,24141
잠실엘스아파트앞,24142
종합운동장사거리,24143
잠실종합운동장,24144
잠실트리지움아파트앞,24145
잠실역.롯데월드,24146
갤러리아팰리스,24147
잠실트리지움,24148
영동일고레이크팰리스앞,24149
영동일고트리지움APT정문앞,24150
잠실트리지움,24152
잠실119안전센터,24153
잠실종합운동장,24154
아시아선수촌아파트,24155
아주중학교,24156
종합운동장사거리,24157
신천역4번출구,24158
영빌딩앞,24159
잠실우성4차현대아파트,24160
잠실우성4차현대아파트,24161
송파강동등기소,24162
송파강동등기소,24163
아시아선수촌아파트,24164
아주중학교,24165
삼전사거리,24166
삼전사거리,24167
송파구민회관구의회,24168
송파구민회관구의회,24169
삼학사길사거리,24170
잠실119안전센터,24171
삼전삼밭나루공원입구,24172
잠실현대아파트,24173
삼전동현대APT,24174
삼전동쌍용하이츠빌라,24175
삼전사회복지관,24176
배명중고교,24177
배명사거리앞.올림픽병원,24178
배명사거리앞.올림픽병원,24179
석촌역.잠실한솔아파트,24180
석촌역.잠실한솔아파트,24181
호반써밋송파2차정문,24182
삼학사길사거리,24183
배명중고교,24184
석촌동남현교회앞,24185
석촌동남현교회앞,24186
가락시영아파트,24187
가락시영아파트,24188
송파사거리.석촌시장,24189
송파사거리,24190
송파역,24191
송파여성문화회관,24193
송파여성문화회관,24194
송파초등학교,24195
송파초등학교,24196
방이동사거리,24197
포레나송파후문,24198
송파2동한양아파트,24200
송파동한양1차아파트,24201
백제고분,24202
송파역,24203
성지아파트,24204
송파동삼익아파트,24205
삼익아파트미성아파트,24206
송파2동한양삼성아파트,24207
한양공원,24208
잠실여고후문,24209
방이2동주민센터,24210
한성백제역4번출구,24211
방이시장입구,24212
방이시장입구,24213
방이동사거리,24214
송파구청.KT송파지사,24215
잠실진주아파트,24216
올림픽베어스타운아파트앞,24217
방이초등학교,24218
방이시장입구,24219
방이우체국,24220
올림픽공원남2문,24221
올림픽공원남1문,24222
방이역3번출구대림아파트,24223
한양 삼익아파트,24224
방이시장입구,24225
방이초등학교,24226
신구블레스밸리앞,24227
신구블레스밸리,24228
방이동대림코오롱아파트,24229
방이동대림코오롱아파트,24230
올림픽회관,24231
풍납동극동.쌍용아파트,24232
한성백제박물관,24233
서울체육중.고등학교,24234
서문교회앞,24235
서하남IC입구,24236
효죽동입구,24237
포레나송파정문,24238
올림픽청소년체육문화회관,24239
올림픽공원남2문,24240
올림픽공원평화의문광장,24241
보성중고등학교,24242
보성중고등학교,24243
올림픽공원역,24244
올림픽공원역,24245
올림픽공원테니스장,24246
올림픽선수촌아파트,24247
방이역,24248
오금역.오금동현대아파트,24249
오금공원앞,24250
개롱역.오금동상아아파트,24251
보인고교.오금동삼성아파트,24252
송파사회복지관,24253
거여초등학교,24254
거여초등학교,24255
송파참병원,24256
송파참병원,24257
신흥운수입구,24258
신흥운수입구,24259
송파레미니스 후문,24260
송파레미니스 후문,24261
오금공원사거리,24262
오금공원사거리,24263
오금동대림아파트,24264
오금동대림아파트,24265
송파도서관,24266
우창아파트,24267
오금동사거리,24268
오금동사거리,24269
거여역,24270
거여역현대아파트,24271
체육문화회관,24272
하나웨딩홀,24273
송파사회복지관,24274
거여아파트단지앞,24275
거여역5번출구,24276
거여역4번출구,24277
송파파크센트럴,24278
종점,24279
비호아파트,24280
마천1동주민센터,24282
마천2동주민센터,24283
하나웨딩홀.거여현대2차아파트,24284
마천1동주민센터,24285
마천역.송파파크센트럴,24286
비호아파트,24287
남한산성입구,24288
송파구립마천청소년수련관,24289
송파구립마천청소년수련관,24290
송파보훈회관.금호어울림2차,24291
송파보훈회관.금호어울림2차,24292
마천동금호어울림1차아파트,24293
마천동금호어울림1차아파트,24294
마천시장마천동우방아파트앞,24295
남천초교마천동우방아파트앞,24296
청암노인요양원,24297
청암노인요양원,24298
마천동사거리,24299
마천동사거리,24300
마천2동윤진빌딩.신동아아파트,24301
마천2동윤진빌딩.신동아아파트,24302
마천2동주민센터,24303
복정역1번출구,24305
건영아파트,24307
문현중학교,24308
문현중학교,24309
문덕초등학교.문정고등학교,24310
문정대우아파트,24311
삼성래미안아파트후문,24312
문정시영가락프라자아파트,24313
문정시영.세양청마루아파트,24314
한림연예예술고교,24315
한림연예예술고교,24316
구송파세무서,24317
구송파세무서,24318
문정1동주민센터.로데오거리,24319
문덕초등학교.문정고등학교,24322
문정동푸르지오아파트,24323
문정동대우아파트,24324
문정동래미안아파트,24325
문정래미안현대아파트앞,24326
문정현대아파트,24327
문정동현대아파트,24328
문정현대아파트,24329
문정동제일은행앞,24330
문정동제일은행,24331
삼성래미안아파트후문,24332
문정2동주민센터,24333
훼미리근린공원,24334
문정로데오거리입구,24335
포레나송파정문,24336
장지동,24340
가윤예식장,24343
가락동미륭아파트,24344
가락동쌍용아파트,24345
송파중학교,24346
개롱역3번출구,24348
삼환아파트,24349
가락동한양아트빌라,24350
문정시영.세영청마루아파트,24351
