요일,연도,역명,방향,시간대,혼잡도
토요일,2011,제기동,상선,16시~17시,63
토요일,2011,청량리,상선,16시~17시,53
일요일,2011,서울역,상선,16시~17시,39
일요일,2011,시청,상선,16시~17시,43
일요일,2011,종각,상선,16시~17시,45
일요일,2011,종로3가,상선,16시~17시,50
일요일,2011,종로5가,상선,16시~17시,49
일요일,2011,동대문,상선,16시~17시,48
일요일,2011,동묘앞,상선,16시~17시,46
일요일,2011,신설동,상선,16시~17시,50
일요일,2011,제기동,상선,16시~17시,47
일요일,2011,청량리,상선,16시~17시,40
평일,2017,서울역,상선,18시~19시,45.6
평일,2017,시청,상선,18시~19시,53.3
평일,2017,종각,상선,18시~19시,66.7
평일,2017,종로3가,상선,18시~19시,72
평일,2017,종로5가,상선,18시~19시,76.9
평일,2017,동대문,상선,18시~19시,75.65
평일,2017,신설동,상선,18시~19시,66.2
평일,2017,제기동,상선,18시~19시,66.1
평일,2017,청량리,상선,18시~19시,59.8
평일,2017,동묘앞,상선,18시~19시,70.4
토요일,2017,서울역,상선,18시~19시,33.8
토요일,2017,시청,상선,18시~19시,35.4
토요일,2017,종각,상선,18시~19시,36
토요일,2017,종로3가,상선,18시~19시,38.8
토요일,2017,종로5가,상선,18시~19시,38.65
토요일,2017,동대문,상선,18시~19시,40.35
토요일,2017,신설동,상선,18시~19시,36.25
토요일,2017,제기동,상선,18시~19시,36.25
토요일,2017,청량리,상선,18시~19시,34.45
토요일,2017,동묘앞,상선,18시~19시,37.8
일요일,2017,서울역,상선,18시~19시,22.45
일요일,2017,시청,상선,18시~19시,22.9
일요일,2017,종각,상선,18시~19시,26.15
일요일,2017,종로3가,상선,18시~19시,28.8
일요일,2017,종로5가,상선,18시~19시,29.5
일요일,2017,동대문,상선,18시~19시,30.25
일요일,2017,신설동,상선,18시~19시,27.35
일요일,2017,제기동,상선,18시~19시,27.75
일요일,2017,청량리,상선,18시~19시,26.35
일요일,2017,동묘앞,상선,18시~19시,28.4
평일,2019,서울역,상선,18시~19시,41.5
평일,2019,시청,상선,18시~19시,49.9
평일,2019,종각,상선,18시~19시,61.85
평일,2019,종로3가,상선,18시~19시,65.2
평일,2019,종로5가,상선,18시~19시,68.75
평일,2019,동대문,상선,18시~19시,70.15
평일,2019,신설동,상선,18시~19시,61.15
평일,2019,제기동,상선,18시~19시,60.55
평일,2019,청량리,상선,18시~19시,52.25
평일,2019,동묘앞,상선,18시~19시,63.1
토요일,2019,서울역,상선,18시~19시,26.1
토요일,2019,시청,상선,18시~19시,28.5
토요일,2019,종각,상선,18시~19시,30.4
토요일,2019,종로3가,상선,18시~19시,33.75
토요일,2019,종로5가,상선,18시~19시,33.9
토요일,2019,동대문,상선,18시~19시,35.2
토요일,2019,신설동,상선,18시~19시,31.2
토요일,2019,제기동,상선,18시~19시,30.9
토요일,2019,청량리,상선,18시~19시,28.3
토요일,2019,동묘앞,상선,18시~19시,32.95
일요일,2019,서울역,상선,18시~19시,16
일요일,2019,시청,상선,18시~19시,17.8
일요일,2019,종각,상선,18시~19시,19.7
일요일,2019,종로3가,상선,18시~19시,21.7
일요일,2019,종로5가,상선,18시~19시,21.7
일요일,2019,동대문,상선,18시~19시,22.4
일요일,2019,신설동,상선,18시~19시,19.6
일요일,2019,제기동,상선,18시~19시,19.45
일요일,2019,청량리,상선,18시~19시,17.8
일요일,2019,동묘앞,상선,18시~19시,20.55
평일,2021,서울역,상선,18시~19시,29.75
평일,2021,시청,상선,18시~19시,38.55
평일,2021,종각,상선,18시~19시,48.25
평일,2021,종로3가,상선,18시~19시,54.35
평일,2021,종로5가,상선,18시~19시,57.5
평일,2021,동대문,상선,18시~19시,58.6
평일,2021,신설동,상선,18시~19시,51.8
평일,2021,제기동,상선,18시~19시,52.6
평일,2021,청량리,상선,18시~19시,46.25
평일,2021,동묘앞,상선,18시~19시,53.85
토요일,2021,서울역,상선,18시~19시,19.2
토요일,2021,시청,상선,18시~19시,21.4
토요일,2021,종각,상선,18시~19시,21.45
토요일,2021,종로3가,상선,18시~19시,23.9
토요일,2021,종로5가,상선,18시~19시,26.55
토요일,2021,동대문,상선,18시~19시,27.55
토요일,2021,신설동,상선,18시~19시,23.2
토요일,2021,제기동,상선,18시~19시,24.3
토요일,2021,청량리,상선,18시~19시,21.4
토요일,2021,동묘앞,상선,18시~19시,24.45
일요일,2021,서울역,상선,18시~19시,13.3
일요일,2021,시청,상선,18시~19시,14.85
일요일,2021,종각,상선,18시~19시,16.5
일요일,2021,종로3가,상선,18시~19시,18
일요일,2021,종로5가,상선,18시~19시,19.95
일요일,2021,동대문,상선,18시~19시,20.55
일요일,2021,신설동,상선,18시~19시,17.8
일요일,2021,제기동,상선,18시~19시,18.45
일요일,2021,청량리,상선,18시~19시,16.25
일요일,2021,동묘앞,상선,18시~19시,18.3
평일,2022,서울역,상선,18시~19시,40.95
평일,2022,시청,상선,18시~19시,52.8
평일,2022,종각,상선,18시~19시,65.5
평일,2022,종로3가,상선,18시~19시,74.4
평일,2022,종로5가,상선,18시~19시,77.95
평일,2022,동대문,상선,18시~19시,78.45
평일,2022,신설동,상선,18시~19시,67.7
평일,2022,제기동,상선,18시~19시,68.15
평일,2022,청량리,상선,18시~19시,62.05
평일,2022,동묘앞,상선,18시~19시,70.35
토요일,2022,서울역,상선,18시~19시,26.35
토요일,2022,시청,상선,18시~19시,29.2
토요일,2022,종각,상선,18시~19시,31.4
토요일,2022,종로3가,상선,18시~19시,33.45
토요일,2022,종로5가,상선,18시~19시,35
토요일,2022,동대문,상선,18시~19시,35.4
토요일,2022,신설동,상선,18시~19시,28.95
토요일,2022,제기동,상선,18시~19시,29.6
토요일,2022,청량리,상선,18시~19시,26
토요일,2022,동묘앞,상선,18시~19시,30.9
일요일,2022,서울역,상선,18시~19시,17.2
일요일,2022,시청,상선,18시~19시,19.75
일요일,2022,종각,상선,18시~19시,22.05
일요일,2022,종로3가,상선,18시~19시,25.15
일요일,2022,종로5가,상선,18시~19시,27.5
일요일,2022,동대문,상선,18시~19시,28.1
일요일,2022,신설동,상선,18시~19시,23.35
일요일,2022,제기동,상선,18시~19시,23.45
일요일,2022,청량리,상선,18시~19시,20.5
일요일,2022,동묘앞,상선,18시~19시,24.75
평일,2015,청량리,상선,18시~19시,79
평일,2015,제기동,상선,18시~19시,70
평일,2015,신설동,상선,18시~19시,72
평일,2015,동묘앞,상선,18시~19시,74
평일,2015,동대문,상선,18시~19시,78
평일,2015,종로5가,상선,18시~19시,85
평일,2015,종로3가,상선,18시~19시,83
평일,2015,종각,상선,18시~19시,77
평일,2015,시청,상선,18시~19시,67
평일,2015,서울역,상선,18시~19시,58
토요일,2015,청량리,상선,18시~19시,58
토요일,2015,제기동,상선,18시~19시,48
토요일,2015,신설동,상선,18시~19시,49
토요일,2015,동묘앞,상선,18시~19시,51
토요일,2015,동대문,상선,18시~19시,53
토요일,2015,종로5가,상선,18시~19시,62
토요일,2015,종로3가,상선,18시~19시,62
토요일,2015,종각,상선,18시~19시,65
토요일,2015,시청,상선,18시~19시,57
토요일,2015,서울역,상선,18시~19시,51
일요일,2015,청량리,상선,18시~19시,45
일요일,2015,제기동,상선,18시~19시,35
일요일,2015,신설동,상선,18시~19시,36
일요일,2015,동묘앞,상선,18시~19시,35
일요일,2015,동대문,상선,18시~19시,36
일요일,2015,종로5가,상선,18시~19시,39
일요일,2015,종로3가,상선,18시~19시,39
일요일,2015,종각,상선,18시~19시,37
일요일,2015,시청,상선,18시~19시,33
일요일,2015,서울역,상선,18시~19시,33
평일,2013,서울역,상선,18시~19시,54
평일,2013,시청,상선,18시~19시,72
평일,2013,종각,상선,18시~19시,79
평일,2013,종로3가,상선,18시~19시,96
평일,2013,종로5가,상선,18시~19시,97
평일,2013,동대문,상선,18시~19시,95
평일,2013,동묘앞,상선,18시~19시,88
평일,2013,신설동,상선,18시~19시,88
평일,2013,제기동,상선,18시~19시,86
평일,2013,청량리,상선,18시~19시,76
토요일,2013,서울역,상선,18시~19시,41
토요일,2013,시청,상선,18시~19시,50
토요일,2013,종각,상선,18시~19시,51
토요일,2013,종로3가,상선,18시~19시,58
토요일,2013,종로5가,상선,18시~19시,59
토요일,2013,동대문,상선,18시~19시,57
토요일,2013,동묘앞,상선,18시~19시,54
토요일,2013,신설동,상선,18시~19시,54
토요일,2013,제기동,상선,18시~19시,53
토요일,2013,청량리,상선,18시~19시,49
일요일,2013,서울역,상선,18시~19시,29
일요일,2013,시청,상선,18시~19시,36
일요일,2013,종각,상선,18시~19시,40
일요일,2013,종로3가,상선,18시~19시,46
일요일,2013,종로5가,상선,18시~19시,46
일요일,2013,동대문,상선,18시~19시,45
일요일,2013,동묘앞,상선,18시~19시,43
일요일,2013,신설동,상선,18시~19시,43
일요일,2013,제기동,상선,18시~19시,42
일요일,2013,청량리,상선,18시~19시,39
평일,2011,서울역,상선,18시~19시,49
평일,2011,시청,상선,18시~19시,68
평일,2011,종각,상선,18시~19시,79
평일,2011,종로3가,상선,18시~19시,97
평일,2011,종로5가,상선,18시~19시,102
평일,2011,동대문,상선,18시~19시,98
평일,2011,동묘앞,상선,18시~19시,92
평일,2011,신설동,상선,18시~19시,91
평일,2011,제기동,상선,18시~19시,90
평일,2011,청량리,상선,18시~19시,80
토요일,2011,서울역,상선,18시~19시,42
토요일,2011,시청,상선,18시~19시,51
토요일,2011,종각,상선,18시~19시,57
토요일,2011,종로3가,상선,18시~19시,64
토요일,2011,종로5가,상선,18시~19시,65
토요일,2011,동대문,상선,18시~19시,64
토요일,2011,동묘앞,상선,18시~19시,59
토요일,2011,신설동,상선,18시~19시,58
토요일,2011,제기동,상선,18시~19시,55
토요일,2011,청량리,상선,18시~19시,51
일요일,2011,서울역,상선,18시~19시,27
일요일,2011,시청,상선,18시~19시,32
일요일,2011,종각,상선,18시~19시,36
일요일,2011,종로3가,상선,18시~19시,41
일요일,2011,종로5가,상선,18시~19시,41
일요일,2011,동대문,상선,18시~19시,41
일요일,2011,동묘앞,상선,18시~19시,39
일요일,2011,신설동,상선,18시~19시,39
일요일,2011,제기동,상선,18시~19시,38
일요일,2011,청량리,상선,18시~19시,35
평일,2017,서울역,상선,19시~20시,31.25
평일,2017,시청,상선,19시~20시,37.35
평일,2017,종각,상선,19시~20시,43.85
평일,2017,종로3가,상선,19시~20시,50.75
평일,2017,종로5가,상선,19시~20시,53.65
평일,2017,동대문,상선,19시~20시,54.25
평일,2017,신설동,상선,19시~20시,49.9
평일,2017,제기동,상선,19시~20시,50.4
평일,2017,청량리,상선,19시~20시,45
평일,2017,동묘앞,상선,19시~20시,51.5
토요일,2017,서울역,상선,19시~20시,21.55
토요일,2017,시청,상선,19시~20시,21.95
토요일,2017,종각,상선,19시~20시,24.2
토요일,2017,종로3가,상선,19시~20시,27.25
토요일,2017,종로5가,상선,19시~20시,28.25
토요일,2017,동대문,상선,19시~20시,28.95
토요일,2017,신설동,상선,19시~20시,25.35
토요일,2017,제기동,상선,19시~20시,24.95
토요일,2017,청량리,상선,19시~20시,21.95
토요일,2017,동묘앞,상선,19시~20시,27.05
일요일,2017,서울역,상선,19시~20시,18.2
일요일,2017,시청,상선,19시~20시,18.9
일요일,2017,종각,상선,19시~20시,21.5
일요일,2017,종로3가,상선,19시~20시,23.5
일요일,2017,종로5가,상선,19시~20시,23.7
일요일,2017,동대문,상선,19시~20시,23.7
일요일,2017,신설동,상선,19시~20시,20.65
일요일,2017,제기동,상선,19시~20시,20.2
일요일,2017,청량리,상선,19시~20시,18.5
일요일,2017,동묘앞,상선,19시~20시,21.85
평일,2019,서울역,상선,19시~20시,25.75
평일,2019,시청,상선,19시~20시,30.15
평일,2019,종각,상선,19시~20시,36.1
평일,2019,종로3가,상선,19시~20시,38.65
평일,2019,종로5가,상선,19시~20시,42.45
평일,2019,동대문,상선,19시~20시,42.3
평일,2019,신설동,상선,19시~20시,37.6
평일,2019,제기동,상선,19시~20시,38.5
평일,2019,청량리,상선,19시~20시,32.4
평일,2019,동묘앞,상선,19시~20시,41
토요일,2019,서울역,상선,19시~20시,18.45
토요일,2019,시청,상선,19시~20시,19.45
토요일,2019,종각,상선,19시~20시,21.7
토요일,2019,종로3가,상선,19시~20시,23.45
토요일,2019,종로5가,상선,19시~20시,23.65
토요일,2019,동대문,상선,19시~20시,24.4
토요일,2019,신설동,상선,19시~20시,20.7
토요일,2019,제기동,상선,19시~20시,20.4
토요일,2019,청량리,상선,19시~20시,18.2
토요일,2019,동묘앞,상선,19시~20시,22.3
일요일,2019,서울역,상선,19시~20시,12.1
일요일,2019,시청,상선,19시~20시,13.55
일요일,2019,종각,상선,19시~20시,14.9
일요일,2019,종로3가,상선,19시~20시,16.65
일요일,2019,종로5가,상선,19시~20시,16.9
일요일,2019,동대문,상선,19시~20시,16.9
일요일,2019,신설동,상선,19시~20시,14.25
일요일,2019,제기동,상선,19시~20시,14.2
일요일,2019,청량리,상선,19시~20시,12.65
일요일,2019,동묘앞,상선,19시~20시,15.6
평일,2021,서울역,상선,19시~20시,17.55
평일,2021,시청,상선,19시~20시,20.75
평일,2021,종각,상선,19시~20시,24.5
평일,2021,종로3가,상선,19시~20시,25.9
평일,2021,종로5가,상선,19시~20시,28.55
평일,2021,동대문,상선,19시~20시,28.45
평일,2021,신설동,상선,19시~20시,27.6
평일,2021,제기동,상선,19시~20시,28
평일,2021,청량리,상선,19시~20시,24.85
평일,2021,동묘앞,상선,19시~20시,27.1
토요일,2021,서울역,상선,19시~20시,12.6
토요일,2021,시청,상선,19시~20시,14.1
토요일,2021,종각,상선,19시~20시,16.85
토요일,2021,종로3가,상선,19시~20시,18.1
토요일,2021,종로5가,상선,19시~20시,17.3
토요일,2021,동대문,상선,19시~20시,17.65
토요일,2021,신설동,상선,19시~20시,17.1
토요일,2021,제기동,상선,19시~20시,16.6
토요일,2021,청량리,상선,19시~20시,15.2
토요일,2021,동묘앞,상선,19시~20시,16.25
일요일,2021,서울역,상선,19시~20시,11.95
일요일,2021,시청,상선,19시~20시,13
일요일,2021,종각,상선,19시~20시,14.45
일요일,2021,종로3가,상선,19시~20시,15.7
일요일,2021,종로5가,상선,19시~20시,14.9
일요일,2021,동대문,상선,19시~20시,14.8
일요일,2021,신설동,상선,19시~20시,14.05
일요일,2021,제기동,상선,19시~20시,13.6
일요일,2021,청량리,상선,19시~20시,12.35
일요일,2021,동묘앞,상선,19시~20시,13.8
평일,2022,서울역,상선,19시~20시,24.8
평일,2022,시청,상선,19시~20시,28.95
평일,2022,종각,상선,19시~20시,34.25
평일,2022,종로3가,상선,19시~20시,36.35
평일,2022,종로5가,상선,19시~20시,38.55
평일,2022,동대문,상선,19시~20시,38.05
평일,2022,신설동,상선,19시~20시,36
평일,2022,제기동,상선,19시~20시,36.5
평일,2022,청량리,상선,19시~20시,33.1
평일,2022,동묘앞,상선,19시~20시,35.9
토요일,2022,서울역,상선,19시~20시,18.7
토요일,2022,시청,상선,19시~20시,20.45
토요일,2022,종각,상선,19시~20시,23.9
토요일,2022,종로3가,상선,19시~20시,26.25
토요일,2022,종로5가,상선,19시~20시,25.85
토요일,2022,동대문,상선,19시~20시,25.95
토요일,2022,신설동,상선,19시~20시,23.95
토요일,2022,제기동,상선,19시~20시,23.4
토요일,2022,청량리,상선,19시~20시,20.3
토요일,2022,동묘앞,상선,19시~20시,23.2
일요일,2022,서울역,상선,19시~20시,16.55
일요일,2022,시청,상선,19시~20시,17.45
일요일,2022,종각,상선,19시~20시,19.25
일요일,2022,종로3가,상선,19시~20시,21.5
일요일,2022,종로5가,상선,19시~20시,21
일요일,2022,동대문,상선,19시~20시,21.15
일요일,2022,신설동,상선,19시~20시,20.1
일요일,2022,제기동,상선,19시~20시,19.4
일요일,2022,청량리,상선,19시~20시,17.35
일요일,2022,동묘앞,상선,19시~20시,19.2
평일,2015,청량리,상선,19시~20시,79
평일,2015,제기동,상선,19시~20시,61
평일,2015,신설동,상선,19시~20시,62
평일,2015,동묘앞,상선,19시~20시,61
평일,2015,동대문,상선,19시~20시,62
평일,2015,종로5가,상선,19시~20시,70
평일,2015,종로3가,상선,19시~20시,62
평일,2015,종각,상선,19시~20시,55
평일,2015,시청,상선,19시~20시,48
평일,2015,서울역,상선,19시~20시,40
토요일,2015,청량리,상선,19시~20시,41
토요일,2015,제기동,상선,19시~20시,36
토요일,2015,신설동,상선,19시~20시,36
토요일,2015,동묘앞,상선,19시~20시,38
토요일,2015,동대문,상선,19시~20시,42
토요일,2015,종로5가,상선,19시~20시,48
토요일,2015,종로3가,상선,19시~20시,46
토요일,2015,종각,상선,19시~20시,46
토요일,2015,시청,상선,19시~20시,39
토요일,2015,서울역,상선,19시~20시,34
일요일,2015,청량리,상선,19시~20시,32
일요일,2015,제기동,상선,19시~20시,26
일요일,2015,신설동,상선,19시~20시,27
일요일,2015,동묘앞,상선,19시~20시,28
일요일,2015,동대문,상선,19시~20시,30
일요일,2015,종로5가,상선,19시~20시,33
일요일,2015,종로3가,상선,19시~20시,32
일요일,2015,종각,상선,19시~20시,31
일요일,2015,시청,상선,19시~20시,28
일요일,2015,서울역,상선,19시~20시,26
평일,2013,서울역,상선,19시~20시,42
평일,2013,시청,상선,19시~20시,58
평일,2013,종각,상선,19시~20시,63
평일,2013,종로3가,상선,19시~20시,78
평일,2013,종로5가,상선,19시~20시,82
평일,2013,동대문,상선,19시~20시,81
평일,2013,동묘앞,상선,19시~20시,77
평일,2013,신설동,상선,19시~20시,79
평일,2013,제기동,상선,19시~20시,79
평일,2013,청량리,상선,19시~20시,71
토요일,2013,서울역,상선,19시~20시,29
토요일,2013,시청,상선,19시~20시,37
토요일,2013,종각,상선,19시~20시,40
토요일,2013,종로3가,상선,19시~20시,46
토요일,2013,종로5가,상선,19시~20시,47
토요일,2013,동대문,상선,19시~20시,45
토요일,2013,동묘앞,상선,19시~20시,42
토요일,2013,신설동,상선,19시~20시,41
토요일,2013,제기동,상선,19시~20시,41
토요일,2013,청량리,상선,19시~20시,35
일요일,2013,서울역,상선,19시~20시,25
일요일,2013,시청,상선,19시~20시,28
일요일,2013,종각,상선,19시~20시,33
일요일,2013,종로3가,상선,19시~20시,39
일요일,2013,종로5가,상선,19시~20시,40
일요일,2013,동대문,상선,19시~20시,38
일요일,2013,동묘앞,상선,19시~20시,35
일요일,2013,신설동,상선,19시~20시,35
일요일,2013,제기동,상선,19시~20시,34
일요일,2013,청량리,상선,19시~20시,30
평일,2011,서울역,상선,19시~20시,36
평일,2011,시청,상선,19시~20시,49
평일,2011,종각,상선,19시~20시,57
평일,2011,종로3가,상선,19시~20시,71
평일,2011,종로5가,상선,19시~20시,75
평일,2011,동대문,상선,19시~20시,77
평일,2011,동묘앞,상선,19시~20시,72
평일,2011,신설동,상선,19시~20시,76
평일,2011,제기동,상선,19시~20시,76
평일,2011,청량리,상선,19시~20시,65
토요일,2011,서울역,상선,19시~20시,28
토요일,2011,시청,상선,19시~20시,34
토요일,2011,종각,상선,19시~20시,36
토요일,2011,종로3가,상선,19시~20시,42
토요일,2011,종로5가,상선,19시~20시,44
토요일,2011,동대문,상선,19시~20시,43
토요일,2011,동묘앞,상선,19시~20시,40
토요일,2011,신설동,상선,19시~20시,40
토요일,2011,제기동,상선,19시~20시,40
토요일,2011,청량리,상선,19시~20시,33
일요일,2011,서울역,상선,19시~20시,21
일요일,2011,시청,상선,19시~20시,25
일요일,2011,종각,상선,19시~20시,27
일요일,2011,종로3가,상선,19시~20시,31
일요일,2011,종로5가,상선,19시~20시,32
일요일,2011,동대문,상선,19시~20시,32
일요일,2011,동묘앞,상선,19시~20시,30
일요일,2011,신설동,상선,19시~20시,30
일요일,2011,제기동,상선,19시~20시,30
일요일,2011,청량리,상선,19시~20시,25
평일,2017,서울역,상선,20시~21시,18.45
평일,2017,시청,상선,20시~21시,22.05
평일,2017,종각,상선,20시~21시,29.35
평일,2017,종로3가,상선,20시~21시,33.1
평일,2017,종로5가,상선,20시~21시,34.9
평일,2017,동대문,상선,20시~21시,34.55
평일,2017,신설동,상선,20시~21시,31.85
평일,2017,제기동,상선,20시~21시,30.85
평일,2017,청량리,상선,20시~21시,27.75
평일,2017,동묘앞,상선,20시~21시,31.1
토요일,2017,서울역,상선,20시~21시,17.5
토요일,2017,시청,상선,20시~21시,20.25
토요일,2017,종각,상선,20시~21시,24.4
토요일,2017,종로3가,상선,20시~21시,27.45
토요일,2017,종로5가,상선,20시~21시,27.55
토요일,2017,동대문,상선,20시~21시,28.8
토요일,2017,신설동,상선,20시~21시,24
토요일,2017,제기동,상선,20시~21시,22.55
토요일,2017,청량리,상선,20시~21시,20.05
토요일,2017,동묘앞,상선,20시~21시,25.95
일요일,2017,서울역,상선,20시~21시,16.85
일요일,2017,시청,상선,20시~21시,18.3
일요일,2017,종각,상선,20시~21시,21.7
일요일,2017,종로3가,상선,20시~21시,23.65
일요일,2017,종로5가,상선,20시~21시,23.55
일요일,2017,동대문,상선,20시~21시,24.05
일요일,2017,신설동,상선,20시~21시,20.6
일요일,2017,제기동,상선,20시~21시,19.2
일요일,2017,청량리,상선,20시~21시,17.3
일요일,2017,동묘앞,상선,20시~21시,22
평일,2019,서울역,상선,20시~21시,15.5
평일,2019,시청,상선,20시~21시,18.5
평일,2019,종각,상선,20시~21시,25
평일,2019,종로3가,상선,20시~21시,26.15
평일,2019,종로5가,상선,20시~21시,28.15
평일,2019,동대문,상선,20시~21시,27.35
평일,2019,신설동,상선,20시~21시,25.3
평일,2019,제기동,상선,20시~21시,24.3
평일,2019,청량리,상선,20시~21시,22.55
평일,2019,동묘앞,상선,20시~21시,25.55
토요일,2019,서울역,상선,20시~21시,15.9
토요일,2019,시청,상선,20시~21시,19.35
토요일,2019,종각,상선,20시~21시,22.6
토요일,2019,종로3가,상선,20시~21시,24.45
토요일,2019,종로5가,상선,20시~21시,25.5
토요일,2019,동대문,상선,20시~21시,26.8
토요일,2019,신설동,상선,20시~21시,21.85
토요일,2019,제기동,상선,20시~21시,21.05
토요일,2019,청량리,상선,20시~21시,19
토요일,2019,동묘앞,상선,20시~21시,23.85
일요일,2019,서울역,상선,20시~21시,13
일요일,2019,시청,상선,20시~21시,14.4
일요일,2019,종각,상선,20시~21시,16.7
일요일,2019,종로3가,상선,20시~21시,18.15
일요일,2019,종로5가,상선,20시~21시,18.2
일요일,2019,동대문,상선,20시~21시,18.8
일요일,2019,신설동,상선,20시~21시,15.1
일요일,2019,제기동,상선,20시~21시,14.15
일요일,2019,청량리,상선,20시~21시,13.8
일요일,2019,동묘앞,상선,20시~21시,16.7
평일,2021,서울역,상선,20시~21시,11.55
평일,2021,시청,상선,20시~21시,14.1
평일,2021,종각,상선,20시~21시,18.9
평일,2021,종로3가,상선,20시~21시,19.95
평일,2021,종로5가,상선,20시~21시,21.7
평일,2021,동대문,상선,20시~21시,22.1
평일,2021,신설동,상선,20시~21시,18.75
평일,2021,제기동,상선,20시~21시,18.35
평일,2021,청량리,상선,20시~21시,16.9
평일,2021,동묘앞,상선,20시~21시,20.2
토요일,2021,서울역,상선,20시~21시,10.5
토요일,2021,시청,상선,20시~21시,12.15
토요일,2021,종각,상선,20시~21시,15.15
토요일,2021,종로3가,상선,20시~21시,16.75
토요일,2021,종로5가,상선,20시~21시,17.1
토요일,2021,동대문,상선,20시~21시,17.2
토요일,2021,신설동,상선,20시~21시,18
토요일,2021,제기동,상선,20시~21시,18.05
토요일,2021,청량리,상선,20시~21시,16.45
토요일,2021,동묘앞,상선,20시~21시,15.85
일요일,2021,서울역,상선,20시~21시,10.1
일요일,2021,시청,상선,20시~21시,11.25
일요일,2021,종각,상선,20시~21시,13.7
일요일,2021,종로3가,상선,20시~21시,15.35
일요일,2021,종로5가,상선,20시~21시,15.25
일요일,2021,동대문,상선,20시~21시,15.5
일요일,2021,신설동,상선,20시~21시,16.15
일요일,2021,제기동,상선,20시~21시,15.75
일요일,2021,청량리,상선,20시~21시,14.15
일요일,2021,동묘앞,상선,20시~21시,14.15
평일,2022,서울역,상선,20시~21시,16.35
평일,2022,시청,상선,20시~21시,19.9
평일,2022,종각,상선,20시~21시,26
평일,2022,종로3가,상선,20시~21시,27.1
평일,2022,종로5가,상선,20시~21시,29.65
평일,2022,동대문,상선,20시~21시,29.85
평일,2022,신설동,상선,20시~21시,25.1
평일,2022,제기동,상선,20시~21시,24.7
평일,2022,청량리,상선,20시~21시,22.8
평일,2022,동묘앞,상선,20시~21시,27.05
토요일,2022,서울역,상선,20시~21시,15.3
토요일,2022,시청,상선,20시~21시,18.65
토요일,2022,종각,상선,20시~21시,21.75
토요일,2022,종로3가,상선,20시~21시,23.9
토요일,2022,종로5가,상선,20시~21시,24.8
토요일,2022,동대문,상선,20시~21시,24.95
토요일,2022,신설동,상선,20시~21시,25.2
토요일,2022,제기동,상선,20시~21시,25
토요일,2022,청량리,상선,20시~21시,23.15
토요일,2022,동묘앞,상선,20시~21시,22.4
일요일,2022,서울역,상선,20시~21시,14.15
일요일,2022,시청,상선,20시~21시,15.65
일요일,2022,종각,상선,20시~21시,17.7
일요일,2022,종로3가,상선,20시~21시,19.8
일요일,2022,종로5가,상선,20시~21시,20.25
일요일,2022,동대문,상선,20시~21시,20.35
일요일,2022,신설동,상선,20시~21시,19.8
일요일,2022,제기동,상선,20시~21시,19.85
일요일,2022,청량리,상선,20시~21시,18.45
일요일,2022,동묘앞,상선,20시~21시,17.4
평일,2015,청량리,상선,20시~21시,50
평일,2015,제기동,상선,20시~21시,40
평일,2015,신설동,상선,20시~21시,41
평일,2015,동묘앞,상선,20시~21시,40
평일,2015,동대문,상선,20시~21시,41
평일,2015,종로5가,상선,20시~21시,45
평일,2015,종로3가,상선,20시~21시,42
평일,2015,종각,상선,20시~21시,38
평일,2015,시청,상선,20시~21시,30
평일,2015,서울역,상선,20시~21시,26
토요일,2015,청량리,상선,20시~21시,39
토요일,2015,제기동,상선,20시~21시,34
토요일,2015,신설동,상선,20시~21시,35
토요일,2015,동묘앞,상선,20시~21시,36
토요일,2015,동대문,상선,20시~21시,40
토요일,2015,종로5가,상선,20시~21시,46
토요일,2015,종로3가,상선,20시~21시,45
토요일,2015,종각,상선,20시~21시,45
토요일,2015,시청,상선,20시~21시,34
토요일,2015,서울역,상선,20시~21시,28
일요일,2015,청량리,상선,20시~21시,32
일요일,2015,제기동,상선,20시~21시,25
일요일,2015,신설동,상선,20시~21시,26
일요일,2015,동묘앞,상선,20시~21시,26
일요일,2015,동대문,상선,20시~21시,29
일요일,2015,종로5가,상선,20시~21시,31
일요일,2015,종로3가,상선,20시~21시,32
일요일,2015,종각,상선,20시~21시,32
일요일,2015,시청,상선,20시~21시,26
일요일,2015,서울역,상선,20시~21시,23
평일,2013,서울역,상선,20시~21시,25
평일,2013,시청,상선,20시~21시,34
평일,2013,종각,상선,20시~21시,40
평일,2013,종로3가,상선,20시~21시,49
평일,2013,종로5가,상선,20시~21시,52
평일,2013,동대문,상선,20시~21시,51
평일,2013,동묘앞,상선,20시~21시,48
평일,2013,신설동,상선,20시~21시,51
평일,2013,제기동,상선,20시~21시,50
평일,2013,청량리,상선,20시~21시,46
토요일,2013,서울역,상선,20시~21시,23
토요일,2013,시청,상선,20시~21시,31
토요일,2013,종각,상선,20시~21시,37
토요일,2013,종로3가,상선,20시~21시,43
토요일,2013,종로5가,상선,20시~21시,43
토요일,2013,동대문,상선,20시~21시,42
토요일,2013,동묘앞,상선,20시~21시,39
토요일,2013,신설동,상선,20시~21시,38
토요일,2013,제기동,상선,20시~21시,37
토요일,2013,청량리,상선,20시~21시,34
일요일,2013,서울역,상선,20시~21시,21
일요일,2013,시청,상선,20시~21시,27
일요일,2013,종각,상선,20시~21시,35
일요일,2013,종로3가,상선,20시~21시,40
일요일,2013,종로5가,상선,20시~21시,39
일요일,2013,동대문,상선,20시~21시,38
